Sl. No.,Image Filename,Anomaly,Anomaly,Classification of Image,Image Classification Level 2,Image Classification Level 1,,Tr/Te,,,,,
385,Cluster-Safe-\\2\\image-965.jpg,1,Anomaly,Risk,Special Mechanical Systems,Mechanical,5,Train,,,,,
468,Cluster-Safe-\\2\\image-1590.jpg,1,Anomaly,Risk,G30 Site Mechanical Utilities,G BUILDING SITEWORK,5,Train,,,,,
520,Cluster-Safe-\\2\\image-1985.jpg,1,Anomaly,Issue,G30 Site Mechanical Utilities,G BUILDING SITEWORK,5,Train,,,,,
527,Cluster-Safe-\\3\\image-79.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
568,Cluster-Safe-\\3\\image-491.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
721,Cluster-Safe-\\3\\image-1865.jpg,1,Anomaly,Risk,Special Mechanical Systems,Mechanical,5,Train,,,,,
769,Cluster-Safe-\\6\\image-282.jpg,1,Anomaly,Issue,G30 Site Mechanical Utilities,G BUILDING SITEWORK,5,Train,,,,,
816,Cluster-Safe-\\6\\image-607.jpg,0,Normal,Potential Risk,,#N/A,5,Train,,,,,
998,Cluster-Safe-\\8\\image-182.jpg,1,Anomaly,Issue,,#N/A,5,Train,,,,,
1092,Cluster-Safe-\\8\\image-977.jpg,1,Anomaly,Risk,,#N/A,5,Train,,,,,
1103,Cluster-Safe-\\8\\image-1065.jpg,0,Normal,Potential Risk,,#N/A,5,Train,,,,,
1105,Cluster-Safe-\\8\\image-1076.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
1130,Cluster-Safe-\\8\\image-1349.jpg,1,Anomaly,Risk,,#N/A,5,Train,,,,,
1205,Cluster-Safe-\\9\\image-349.jpg,0,Normal,Potential Risk,,#N/A,5,Train,,,,,
1410,Cluster-Safe-\\13\\image-843.jpg,0,Normal,Potential Risk,,#N/A,5,Train,,,,,
1416,Cluster-Safe-\\13\\image-927.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
1446,Cluster-Safe-\\13\\image-1222.jpg,0,Normal,Potential Risk,,#N/A,5,Train,,,,,
1623,Cluster-Safe-\\14\\image-1581.jpg,0,Normal,Potential Risk,,#N/A,5,Train,,,,,
1709,Cluster-Safe-\\17\\image-593.jpg,1,Anomaly,Risk,,#N/A,5,Train,,,,,
1759,Cluster-Safe-\\17\\image-1044.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
1771,Cluster-Safe-\\17\\image-1151.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
35,Cluster-Safe-\\0\\image-232.jpg,0,Normal,Potential Issue,EQUIPMENT,E EQUIPMENT & FURNISHINGS,5,Train,,,,,
91,Cluster-Safe-\\0\\image-707.jpg,0,Normal,Potential Risk,,#N/A,5,Train,,,,,
131,Cluster-Safe-\\0\\image-1096.jpg,0,Anomaly,Risk,,#N/A,5,Train,,,,,
405,Cluster-Safe-\\2\\image-1117.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
806,Cluster-Safe-\\6\\image-533.jpg,1,Anomaly,Risk,,#N/A,5,Train,,,,,
850,Cluster-Safe-\\6\\image-943.jpg,0,Normal,Potential Risk,,#N/A,5,Train,,,,,
1042,Cluster-Safe-\\8\\image-573.jpg,1,Anomaly,Issue,,#N/A,5,Train,,,,,
1214,Cluster-Safe-\\9\\image-508.jpg,1,Anomaly,Risk,,#N/A,5,Train,,,,,
1289,Cluster-Safe-\\9\\image-1344.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
1720,Cluster-Safe-\\17\\image-703.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
1787,Cluster-Safe-\\17\\image-1397.jpg,1,Anomaly,Risk,,#N/A,5,Train,,,,,
1791,Cluster-Safe-\\17\\image-1475.jpg,0,Normal,Potential Risk,,#N/A,5,Train,,,,,
1803,Cluster-Safe-\\17\\image-1571.jpg,1,Anomaly,Issue,,#N/A,5,Train,,,,,
6,Cluster-Safe-\\0\\image-44.jpeg,0,Normal,Potential Issue,G30 Site Mechanical Utilities,G BUILDING SITEWORK,5,Train,,,,,
26,Cluster-Safe-\\0\\image-172.jpg,1,Anomaly,Issue,G30 Site Mechanical Utilities,G BUILDING SITEWORK,5,Train,,,,,
347,Cluster-Safe-\\2\\image-688.jpg,0,Normal,Potential Risk,,#N/A,5,Train,,,,,
449,Cluster-Safe-\\2\\image-1432.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
762,Cluster-Safe-\\6\\image-215.jpg,1,Anomaly,Issue,G30 Site Mechanical Utilities,G BUILDING SITEWORK,5,Train,,,,,
788,Cluster-Safe-\\6\\image-422.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
790,Cluster-Safe-\\6\\image-426.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
795,Cluster-Safe-\\6\\image-479.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
802,Cluster-Safe-\\6\\image-518.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
954,Cluster-Safe-\\6\\image-1723.jpg,1,Anomaly,Risk,,#N/A,5,Train,,,,,
1071,Cluster-Safe-\\8\\image-785.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
1100,Cluster-Safe-\\8\\image-1040.jpg,0,Normal,Potential Risk,,#N/A,5,Train,,,,,
1169,Cluster-Safe-\\8\\image-1914.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
1265,Cluster-Safe-\\9\\image-1136.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
1373,Cluster-Safe-\\13\\image-392.jpg,1,Anomaly,Issue,,#N/A,5,Train,,,,,
1386,Cluster-Safe-\\13\\image-547.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
1506,Cluster-Safe-\\13\\image-1943.jpg,1,Anomaly,Issue,,#N/A,5,Train,,,,,
1543,Cluster-Safe-\\14\\image-471.jpg,1,Anomaly,Issue,,#N/A,5,Train,,,,,
1565,Cluster-Safe-\\14\\image-847.jpg,1,Anomaly,Risk,,#N/A,5,Train,,,,,
1643,Cluster-Safe-\\14\\image-1787.jpg,1,Anomaly,Risk,,#N/A,5,Train,,,,,
1710,Cluster-Safe-\\17\\image-617.jpg,1,Anomaly,Issue,,#N/A,5,Train,,,,,
1753,Cluster-Safe-\\17\\image-1002.jpg,1,Anomaly,Issue,,#N/A,5,Train,,,,,
121,Cluster-Safe-\\0\\image-995.jpg,1,Anomaly,Issue,G30 Site Mechanical Utilities,G BUILDING SITEWORK,5,Train,,,,,
230,Cluster-Safe-\\0\\image-1829.jpg,1,Normal,Potential Risk,F10 Special Construction,F SPECIAL CONSTRUCTION & DEMOLITION,5,Train,,,,,
716,Cluster-Safe-\\3\\image-1820.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
744,Cluster-Safe-\\6\\image-40.jpeg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
814,Cluster-Safe-\\6\\image-599.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
846,Cluster-Safe-\\6\\image-918.jpg,0,Normal,No Issue,G30 Site Mechanical Utilities,G BUILDING SITEWORK,5,Train,,,,,
860,Cluster-Safe-\\6\\image-1048.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
932,Cluster-Safe-\\6\\image-1526.jpg,0,Normal,Potential Risk,,#N/A,5,Train,,,,,
961,Cluster-Safe-\\6\\image-1790.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
973,Cluster-Safe-\\6\\image-1910.jpg,1,Anomaly,Issue,,#N/A,5,Train,,,,,
1086,Cluster-Safe-\\8\\image-947.jpg,1,Anomaly,Issue,,#N/A,5,Train,,,,,
1102,Cluster-Safe-\\8\\image-1062.jpg,1,Anomaly,Issue,,#N/A,5,Train,,,,,
1104,Cluster-Safe-\\8\\image-1070.jpg,1,Anomaly,Issue,,#N/A,5,Train,,,,,
1159,Cluster-Safe-\\8\\image-1817.jpg,0,Normal,Potential Risk,,#N/A,5,Train,,,,,
1526,Cluster-Safe-\\14\\image-278.jpg,0,Normal,Potential Risk,,#N/A,5,Train,,,,,
1553,Cluster-Safe-\\14\\image-635.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
1666,Cluster-Safe-\\14\\image-1999.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
125,Cluster-Safe-\\0\\image-1021.jpg,1,Anomaly,Issue,G30 Site Mechanical Utilities,G BUILDING SITEWORK,5,Train,,,,,
243,Cluster-Safe-\\0\\image-1954.jpg,0,Normal,Potential Risk,,#N/A,5,Train,,,,,
327,Cluster-Safe-\\2\\image-562.jpg,0,Normal,Potential Risk,,#N/A,5,Train,,,,,
355,Cluster-Safe-\\2\\image-763.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
446,Cluster-Safe-\\2\\image-1416.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
583,Cluster-Safe-\\3\\image-674.jpg,0,Normal,Potential Risk,,#N/A,5,Train,,,,,
740,Cluster-Safe-\\6\\image-16.jpeg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
978,Cluster-Safe-\\6\\image-1958.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
1049,Cluster-Safe-\\8\\image-611.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
1066,Cluster-Safe-\\8\\image-755.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
1078,Cluster-Safe-\\8\\image-876.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
1172,Cluster-Safe-\\8\\image-1947.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
1293,Cluster-Safe-\\9\\image-1387.jpg,1,Anomaly,Issue,,#N/A,5,Train,,,,,
1359,Cluster-Safe-\\13\\image-234.jpg,1,Anomaly,Risk,,#N/A,5,Train,,,,,
1363,Cluster-Safe-\\13\\image-285.jpg,1,Anomaly,Issue,,#N/A,5,Train,,,,,
1518,Cluster-Safe-\\14\\image-136.jpg,1,Anomaly,Risk,,#N/A,5,Train,,,,,
1523,Cluster-Safe-\\14\\image-223.jpg,0,Normal,Potential Risk,,#N/A,5,Train,,,,,
1590,Cluster-Safe-\\14\\image-1219.jpg,1,Anomaly,Issue,,#N/A,5,Train,,,,,
1679,Cluster-Safe-\\17\\image-146.jpg,1,Anomaly,Risk,,#N/A,5,Train,,,,,
1783,Cluster-Safe-\\17\\image-1332.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
1835,Cluster-Safe-\\17\\image-1949.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
15,Cluster-Safe-\\0\\image-88.jpg,0,Normal,Potential Issue,EQUIPMENT,E EQUIPMENT & FURNISHINGS,5,Train,,,,,
33,Cluster-Safe-\\0\\image-219.jpg,1,Anomaly,Issue,G30 Site Mechanical Utilities,G BUILDING SITEWORK,5,Train,,,,,
36,Cluster-Safe-\\0\\image-248.jpg,1,Anomaly,Risk,Special Mechanical Systems,Mechanical,5,Train,,,,,
168,Cluster-Safe-\\0\\image-1420.jpg,1,Anomaly,Issue,G30 Site Mechanical Utilities,G BUILDING SITEWORK,5,Train,,,,,
363,Cluster-Safe-\\2\\image-821.jpg,1,Anomaly,Risk,Special Mechanical Systems,Mechanical,5,Train,,,,,
430,Cluster-Safe-\\2\\image-1295.jpg,0,Normal,Potential Risk,,#N/A,5,Train,,,,,
476,Cluster-Safe-\\2\\image-1645.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
712,Cluster-Safe-\\3\\image-1810.jpg,1,Anomaly,Issue,G30 Site Mechanical Utilities,G BUILDING SITEWORK,5,Train,,,,,
729,Cluster-Safe-\\3\\image-1984.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
944,Cluster-Safe-\\6\\image-1646.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
1026,Cluster-Safe-\\8\\image-421.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
1111,Cluster-Safe-\\8\\image-1128.jpg,1,Anomaly,Risk,,#N/A,5,Train,,,,,
1123,Cluster-Safe-\\8\\image-1269.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
1165,Cluster-Safe-\\8\\image-1863.jpg,0,Normal,Potential Risk,,#N/A,5,Train,,,,,
1220,Cluster-Safe-\\9\\image-546.jpg,1,Anomaly,Issue,,#N/A,5,Train,,,,,
1357,Cluster-Safe-\\13\\image-214.jpg,1,Anomaly,Issue,,#N/A,5,Train,,,,,
1376,Cluster-Safe-\\13\\image-404.jpg,1,Anomaly,Risk,,#N/A,5,Train,,,,,
1510,Cluster-Safe-\\13\\image-1962.jpg,1,Anomaly,Risk,,#N/A,5,Train,,,,,
1582,Cluster-Safe-\\14\\image-1059.jpg,1,Anomaly,Issue,,#N/A,5,Train,,,,,
1610,Cluster-Safe-\\14\\image-1490.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
1634,Cluster-Safe-\\14\\image-1666.jpg,1,Anomaly,Issue,,#N/A,5,Train,,,,,
1640,Cluster-Safe-\\14\\image-1715.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
1668,Cluster-Safe-\\17\\image-25.jpeg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
1813,Cluster-Safe-\\17\\image-1659.jpg,0,Normal,Potential Risk,,#N/A,5,Train,,,,,
182,Cluster-Safe-\\0\\image-1520.jpg,1,Anomaly,Risk,Special Mechanical Systems,Mechanical,5,Train,,,,,
257,Cluster-Safe-\\2\\image-37.jpeg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
299,Cluster-Safe-\\2\\image-377.jpg,1,Anomaly,Issue,Special Mechanical Systems,Mechanical,5,Train,,,,,
486,Cluster-Safe-\\2\\image-1717.jpg,1,Anomaly,Issue,B20 Exterior Enclosure,B SHELL,5,Train,,,,,
495,Cluster-Safe-\\2\\image-1771.jpg,1,Anomaly,Risk,G30 Site Mechanical Utilities,G BUILDING SITEWORK,5,Train,,,,,
523,Cluster-Safe-\\3\\image-32.jpeg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
579,Cluster-Safe-\\3\\image-609.jpg,0,Normal,Potential Risk,,#N/A,5,Train,,,,,
580,Cluster-Safe-\\3\\image-644.jpg,0,Normal,No Issue,,#N/A,5,Train,,,,,
725,Cluster-Safe-\\3\\image-1907.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
757,Cluster-Safe-\\6\\image-188.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
761,Cluster-Safe-\\6\\image-213.jpg,0,Normal,No Issue,G30 Site Mechanical Utilities,G BUILDING SITEWORK,5,Train,,,,,
800,Cluster-Safe-\\6\\image-513.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
821,Cluster-Safe-\\6\\image-656.jpg,0,Normal,Potential Risk,,#N/A,5,Train,,,,,
1055,Cluster-Safe-\\8\\image-663.jpg,0,Normal,Potential Risk,,#N/A,5,Train,,,,,
1259,Cluster-Safe-\\9\\image-975.jpg,1,Anomaly,Risk,,#N/A,5,Train,,,,,
1315,Cluster-Safe-\\9\\image-1673.jpg,1,Anomaly,Issue,,#N/A,5,Train,,,,,
1330,Cluster-Safe-\\9\\image-1876.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
1334,Cluster-Safe-\\9\\image-1951.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
1627,Cluster-Safe-\\14\\image-1632.jpg,0,Normal,Potential Risk,,#N/A,5,Train,,,,,
250,Cluster-Safe-\\0\\image-1996.jpg,1,Anomaly,Risk,G30 Site Mechanical Utilities,G BUILDING SITEWORK,5,Train,,,,,
305,Cluster-Safe-\\2\\image-415.jpg,0,Normal,Potential Risk,,#N/A,5,Train,,,,,
374,Cluster-Safe-\\2\\image-886.jpg,1,Anomaly,Issue,G30 Site Mechanical Utilities,G BUILDING SITEWORK,5,Train,,,,,
423,Cluster-Safe-\\2\\image-1229.jpg,0,Normal,Potential Risk,,#N/A,5,Train,,,,,
441,Cluster-Safe-\\2\\image-1386.jpg,0,Normal,Potential Risk,,#N/A,5,Train,,,,,
454,Cluster-Safe-\\2\\image-1463.jpg,0,Normal,Potential Risk,,#N/A,5,Train,,,,,
455,Cluster-Safe-\\2\\image-1473.jpg,0,Normal,Potential Risk,,#N/A,5,Train,,,,,
518,Cluster-Safe-\\2\\image-1929.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
588,Cluster-Safe-\\3\\image-702.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
664,Cluster-Safe-\\3\\image-1342.jpg,1,Anomaly,Risk,G30 Site Mechanical Utilities,G BUILDING SITEWORK,5,Train,,,,,
698,Cluster-Safe-\\3\\image-1672.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
775,Cluster-Safe-\\6\\image-336.jpg,1,Anomaly,Issue,G30 Site Mechanical Utilities,G BUILDING SITEWORK,5,Train,,,,,
812,Cluster-Safe-\\6\\image-583.jpg,0,Normal,Potential Risk,,#N/A,5,Train,,,,,
827,Cluster-Safe-\\6\\image-708.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
947,Cluster-Safe-\\6\\image-1670.jpg,0,Normal,Potential Risk,,#N/A,5,Train,,,,,
1004,Cluster-Safe-\\8\\image-239.jpg,1,Anomaly,Risk,,#N/A,5,Train,,,,,
1050,Cluster-Safe-\\8\\image-624.jpg,0,Normal,Potential Risk,,#N/A,5,Train,,,,,
1175,Cluster-Safe-\\8\\image-1983.jpg,0,Normal,Potential Risk,,#N/A,5,Train,,,,,
1301,Cluster-Safe-\\9\\image-1489.jpg,0,Normal,Potential Risk,,#N/A,5,Train,,,,,
1396,Cluster-Safe-\\13\\image-711.jpg,1,Anomaly,Issue,,#N/A,5,Train,,,,,
1452,Cluster-Safe-\\13\\image-1384.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
1549,Cluster-Safe-\\14\\image-559.jpg,0,Normal,No Issue,,#N/A,5,Train,,,,,
1579,Cluster-Safe-\\14\\image-1007.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
1792,Cluster-Safe-\\17\\image-1481.jpg,1,Anomaly,Risk,,#N/A,5,Train,,,,,
1819,Cluster-Safe-\\17\\image-1702.jpg,0,Normal,Potential Risk,,#N/A,5,Train,,,,,
149,Cluster-Safe-\\0\\image-1262.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
169,Cluster-Safe-\\0\\image-1427.jpg,0,Normal,Potential Risk,,#N/A,5,Train,,,,,
173,Cluster-Safe-\\0\\image-1437.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
361,Cluster-Safe-\\2\\image-804.jpg,0,Normal,Potential Risk,,#N/A,5,Train,,,,,
389,Cluster-Safe-\\2\\image-999.jpg,1,Anomaly,Risk,Special Mechanical Systems,Mechanical,5,Train,,,,,
461,Cluster-Safe-\\2\\image-1529.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
516,Cluster-Safe-\\2\\image-1926.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
702,Cluster-Safe-\\3\\image-1716.jpg,1,Anomaly,Risk,Special Mechanical Systems,Mechanical,5,Train,,,,,
895,Cluster-Safe-\\6\\image-1304.jpg,0,Normal,Potential Risk,,#N/A,5,Train,,,,,
952,Cluster-Safe-\\6\\image-1709.jpg,1,Anomaly,Risk,,#N/A,5,Train,,,,,
986,Cluster-Safe-\\8\\image-70.jpg,1,Anomaly,Risk,,#N/A,5,Train,,,,,
1047,Cluster-Safe-\\8\\image-605.jpg,0,Normal,Potential Risk,,#N/A,5,Train,,,,,
1057,Cluster-Safe-\\8\\image-672.jpg,1,Anomaly,Risk,,#N/A,5,Train,,,,,
1119,Cluster-Safe-\\8\\image-1228.jpg,1,Anomaly,Issue,,#N/A,5,Train,,,,,
1174,Cluster-Safe-\\8\\image-1959.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
1244,Cluster-Safe-\\9\\image-789.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
1405,Cluster-Safe-\\13\\image-784.jpg,0,Normal,Potential Risk,,#N/A,5,Train,,,,,
1652,Cluster-Safe-\\14\\image-1892.jpg,0,Normal,Potential Issue,,#N/A,5,Train,,,,,
13,Cluster-Safe-\\0\\image-83.jpg,1,Anomaly,Risk,Special Mechanical Systems,Mechanical,6,Train,,,,,
20,Cluster-Safe-\\0\\image-115.jpg,0,Normal,Potential Risk,A10 Foundations,A SUBSTRUCTURE,6,Train,,,,,
52,Cluster-Safe-\\0\\image-373.jpg,1,Anomaly,Issue,G30 Site Mechanical Utilities,G BUILDING SITEWORK,6,Train,,,,,
145,Cluster-Safe-\\0\\image-1252.jpg,1,Anomaly,Risk,G10 Site Preparation,G BUILDING SITEWORK,6,Train,,,,,
160,Cluster-Safe-\\0\\image-1359.jpg,1,Anomaly,Issue,G30 Site Mechanical Utilities,G BUILDING SITEWORK,6,Train,,,,,
199,Cluster-Safe-\\0\\image-1628.jpg,1,Anomaly,Issue,G30 Site Mechanical Utilities,G BUILDING SITEWORK,6,Train,,,,,
755,Cluster-Safe-\\6\\image-169.jpg,1,Anomaly,Issue,G30 Site Mechanical Utilities,G BUILDING SITEWORK,6,Train,,,,,
759,Cluster-Safe-\\6\\image-199.jpg,0,Normal,Potential Risk,,#N/A,6,Train,,,,,
834,Cluster-Safe-\\6\\image-771.jpg,1,Anomaly,Issue,G30 Site Mechanical Utilities,G BUILDING SITEWORK,6,Train,,,,,
842,Cluster-Safe-\\6\\image-888.jpg,0,Normal,Potential Issue,,#N/A,6,Train,,,,,
909,Cluster-Safe-\\6\\image-1385.jpg,0,Normal,Potential Risk,,#N/A,6,Train,,,,,
106,Cluster-Safe-\\0\\image-844.jpg,0,Normal,Potential Issue,,#N/A,6,Train,,,,,
124,Cluster-Safe-\\0\\image-1012.jpg,1,Anomaly,Risk,Special Mechanical Systems,Mechanical,6,Train,,,,,
139,Cluster-Safe-\\0\\image-1159.jpg,0,Normal,Potential Risk,,#N/A,6,Train,,,,,
221,Cluster-Safe-\\0\\image-1779.jpg,0,Normal,Potential Issue,,#N/A,6,Train,,,,,
318,Cluster-Safe-\\2\\image-531.jpg,1,Anomaly,Risk,Special Mechanical Systems,Mechanical,6,Train,,,,,
366,Cluster-Safe-\\2\\image-846.jpg,0,Anomaly,Issue,,#N/A,6,Train,,,,,
469,Cluster-Safe-\\2\\image-1594.jpg,0,Normal,Potential Risk,,#N/A,6,Train,,,,,
477,Cluster-Safe-\\2\\image-1647.jpg,1,Anomaly,Risk,G30 Site Mechanical Utilities,G BUILDING SITEWORK,6,Train,,,,,
600,Cluster-Safe-\\3\\image-783.jpg,1,Anomaly,Risk,Special Mechanical Systems,Mechanical,6,Train,,,,,
967,Cluster-Safe-\\6\\image-1878.jpg,1,Anomaly,Issue,,#N/A,6,Train,,,,,
972,Cluster-Safe-\\6\\image-1906.jpg,0,Normal,Potential Issue,,#N/A,6,Train,,,,,
1044,Cluster-Safe-\\8\\image-588.jpg,1,Anomaly,Risk,,#N/A,6,Train,,,,,
1079,Cluster-Safe-\\8\\image-891.jpg,1,Anomaly,Issue,,#N/A,6,Train,,,,,
1129,Cluster-Safe-\\8\\image-1347.jpg,1,Anomaly,Risk,,#N/A,6,Train,,,,,
1155,Cluster-Safe-\\8\\image-1754.jpg,0,Normal,Potential Issue,,#N/A,6,Train,,,,,
1236,Cluster-Safe-\\9\\image-675.jpg,1,Anomaly,Risk,,#N/A,6,Train,,,,,
1765,Cluster-Safe-\\17\\image-1080.jpg,0,Normal,Potential Issue,,#N/A,6,Train,,,,,
1824,Cluster-Safe-\\17\\image-1760.jpg,1,Anomaly,Risk,,#N/A,6,Train,,,,,
98,Cluster-Safe-\\0\\image-805.jpg,0,Normal,Potential Risk,,#N/A,6,Train,,,,,
152,Cluster-Safe-\\0\\image-1279.jpg,1,Anomaly,Issue,G30 Site Mechanical Utilities,G BUILDING SITEWORK,6,Train,,,,,
429,Cluster-Safe-\\2\\image-1293.jpg,0,Normal,Potential Issue,,#N/A,6,Train,,,,,
697,Cluster-Safe-\\3\\image-1650.jpg,1,Anomaly,Issue,F10 Special Construction,F SPECIAL CONSTRUCTION & DEMOLITION,6,Train,,,,,
849,Cluster-Safe-\\6\\image-942.jpg,1,Anomaly,Risk,Special Mechanical Systems,Mechanical,6,Train,,,,,
980,Cluster-Safe-\\8\\image-41.jpeg,1,Anomaly,Issue,,#N/A,6,Train,,,,,
1141,Cluster-Safe-\\8\\image-1468.jpg,0,Normal,Potential Risk,,#N/A,6,Train,,,,,
1147,Cluster-Safe-\\8\\image-1570.jpg,1,Anomaly,Risk,,#N/A,6,Train,,,,,
1332,Cluster-Safe-\\9\\image-1917.jpg,0,Normal,No Issue,,#N/A,6,Train,,,,,
1351,Cluster-Safe-\\13\\image-125.jpg,1,Anomaly,Issue,,#N/A,6,Train,,,,,
1478,Cluster-Safe-\\13\\image-1644.jpg,0,Normal,Potential Issue,,#N/A,6,Train,,,,,
1522,Cluster-Safe-\\14\\image-216.jpg,1,Anomaly,Issue,,#N/A,6,Train,,,,,
1618,Cluster-Safe-\\14\\image-1525.jpg,0,Normal,Potential Issue,,#N/A,6,Train,,,,,
1648,Cluster-Safe-\\14\\image-1846.jpg,1,Anomaly,Issue,,#N/A,6,Train,,,,,
1673,Cluster-Safe-\\17\\image-99.jpg,0,Normal,Potential Risk,,#N/A,6,Train,,,,,
228,Cluster-Safe-\\0\\image-1825.jpg,1,Anomaly,Risk,,#N/A,6,Train,,,,,
240,Cluster-Safe-\\0\\image-1919.jpg,0,Normal,Potential Issue,,#N/A,6,Train,,,,,
297,Cluster-Safe-\\2\\image-372.jpg,1,Anomaly,Issue,G30 Site Mechanical Utilities,G BUILDING SITEWORK,6,Train,,,,,
437,Cluster-Safe-\\2\\image-1343.jpg,1,Anomaly,Risk,G30 Site Mechanical Utilities,G BUILDING SITEWORK,6,Train,,,,,
501,Cluster-Safe-\\2\\image-1811.jpg,0,Normal,Potential Issue,,#N/A,6,Train,,,,,
626,Cluster-Safe-\\3\\image-1031.jpg,1,Normal,No Issue,G30 Site Mechanical Utilities,G BUILDING SITEWORK,6,Train,,,,,
706,Cluster-Safe-\\3\\image-1780.jpg,1,Anomaly,Risk,Special Mechanical Systems,Mechanical,6,Train,,,,,
760,Cluster-Safe-\\6\\image-207.jpg,1,Anomaly,Risk,,#N/A,6,Train,,,,,
891,Cluster-Safe-\\6\\image-1286.jpg,0,Normal,Potential Issue,,#N/A,6,Train,,,,,
939,Cluster-Safe-\\6\\image-1606.jpg,0,Normal,Potential Risk,,#N/A,6,Train,,,,,
1020,Cluster-Safe-\\8\\image-379.jpg,1,Anomaly,Issue,,#N/A,6,Train,,,,,
1065,Cluster-Safe-\\8\\image-753.jpg,0,Normal,Potential Issue,,#N/A,6,Train,,,,,
1099,Cluster-Safe-\\8\\image-1033.jpg,0,Normal,No Issue,,#N/A,6,Train,,,,,
1127,Cluster-Safe-\\8\\image-1318.jpg,1,Anomaly,Risk,,#N/A,6,Train,,,,,
1586,Cluster-Safe-\\14\\image-1164.jpg,0,Normal,Potential Risk,,#N/A,6,Train,,,,,
1638,Cluster-Safe-\\14\\image-1710.jpg,1,Anomaly,Issue,,#N/A,6,Train,,,,,
1675,Cluster-Safe-\\17\\image-111.jpg,1,Anomaly,Issue,,#N/A,6,Train,,,,,
37,Cluster-Safe-\\0\\image-250.jpg,0,Normal,Potential Risk,Special Mechanical Systems,Mechanical,6,Train,,,,,
